"year_p_name","year_p_year","year_p_Tm","year_p_Pk","year_p_Rk","year_p_college","year_p_Yrs","year_p_G","year_p_MP","year_p_PTS","year_p_TRB","year_p_AST","year_p_FG","year_p__3P","year_p_FT","year_p_MP_PG","year_p_PTS_PG","year_p_TRB_PG","year_p_AST_PG","year_p_WS_ADV","year_p_WS48_ADV","year_p_BPM_ADV","year_p_VORP_ADV"
"Bob Vacca","1973","MIL","150","150","Quinnipiac University","","","","","","","","","","","","","","","","",""
"Corky Taylor","1973","BOS","151","151","Minnesota","","","","","","","","","","","","","","","","",""
"Abe Steward","1973","PHI","152","152","Jacksonville University","","","","","","","","","","","","","","","","",""
"Nick Connor","1973","BUF","153","153","Illinois","","","","","","","","","","","","","","","","",""
"Sam Whitehead","1973","POR","154","154","Oregon State","","","","","","","","","","","","","","","","",""
"Bob Bodell","1973","SEA","155","155","Maryland","","","","","","","","","","","","","","","","",""
"Dean Martin","1973","CLE","156","156","Baldwin-Wallace College","","","","","","","","","","","","","","","","",""
"Ernie Kusyner","1973","KCO","157","157","Kansas State","","","","","","","","","","","","","","","","",""
"Claude White","1973","PHO","158","158","Elmhurst College","","","","","","","","","","","","","","","","",""
"Bob Solomon","1973","DET","159","159","Wayne State University","","","","","","","","","","","","","","","","",""
"Fred Lavoroni","1973","GSW","160","160","Santa Clara","","","","","","","","","","","","","","","","",""
"Russ Hunt","1973","CHI","161","161","Furman University","","","","","","","","","","","","","","","","",""
"Dick Kelly","1973","CAP","162","162","Bay College","","","","","","","","","","","","","","","","",""
"Ed Fields","1973","NYK","163","163","LIU Post","","","","","","","","","","","","","","","","",""
"Ron Battle","1973","MIL","164","164","Sam Houston State University","","","","","","","","","","","","","","","","",""
"Steve Turner","1973","BOS","165","165","Vanderbilt","","","","","","","","","","","","","","","","",""
"Rod Freeman","1973","PHI","166","166","Vanderbilt","1","35","265","106","54","14",".379","",".683","7.6","3.0","1.5","0.4","0.0",".000","-4.2","-0.2"
"Ed Payne","1973","POR","167","167","Wake Forest","","","","","","","","","","","","","","","","",""
"Mike Lee","1973","BUF","168","168","Syracuse","","","","","","","","","","","","","","","","",""
"Floyd Lewis","1973","CLE","169","169","Harvard University","","","","","","","","","","","","","","","","",""
"Lynn Greer","1973","PHO","170","170","Virginia State University","","","","","","","","","","","","","","","","",""
"Len Paul","1973","DET","171","171","University of Akron","","","","","","","","","","","","","","","","",""
"Dale Adams","1973","CAP","172","172","St. Mary's College of Maryland","","","","","","","","","","","","","","","","",""
"Charles Edge","1973","NYK","173","173","LeMoyne-Owen College","","","","","","","","","","","","","","","","",""
"Ed Hastings","1973","BOS","174","174","Villanova","","","","","","","","","","","","","","","","",""
"Connie Warren","1973","PHI","175","175","Xavier","","","","","","","","","","","","","","","","",""
"Aaron Covington","1973","BUF","176","176","Canisius","","","","","","","","","","","","","","","","",""
"Rick Holdt","1973","POR","177","177","NC State","","","","","","","","","","","","","","","","",""
"Chris McMurray","1973","CLE","178","178","San Diego State","","","","","","","","","","","","","","","","",""
"Lyman Williamson","1973","PHO","179","179","Samford University","","","","","","","","","","","","","","","","",""
"Clarence Carlisle","1973","DET","180","180","Ferris State University","","","","","","","","","","","","","","","","",""
"Mike Battle","1973","CAP","181","181","George Washington","","","","","","","","","","","","","","","","",""
"Bruce Winkler","1973","BOS","182","182","Santa Clara","","","","","","","","","","","","","","","","",""
"Jim Crawford","1973","PHI","183","183","La Salle","","","","","","","","","","","","","","","","",""
"Bob Vartanian","1973","BUF","184","184","Buffalo","","","","","","","","","","","","","","","","",""
"John Pennebacker","1973","CLE","185","185","Hawaii","","","","","","","","","","","","","","","","",""
"Kalevi Sarkalahti","1973","PHO","186","186","BYU","","","","","","","","","","","","","","","","",""
"Chester Davis","1973","CAP","187","187","Morgan State University","","","","","","","","","","","","","","","","",""
"Scott Koelzer","1973","BOS","188","188","Montana State","","","","","","","","","","","","","","","","",""
"Ernie Johnson","1973","PHI","189","189","Michigan","","","","","","","","","","","","","","","","",""
"Ron Gilliam","1973","BUF","190","190","State University of New York at Brockport","","","","","","","","","","","","","","","","",""
"Charles Mitchell","1973","CLE","191","191","Eastern Kentucky University","","","","","","","","","","","","","","","","",""
"Howard White","1973","CAP","192","192","Maryland","","","","","","","","","","","","","","","","",""
"Rick Williams","1973","BOS","193","193","Iowa","","","","","","","","","","","","","","","","",""
"Lionel Harris","1973","PHI","194","194","Cincinnati","","","","","","","","","","","","","","","","",""
"John Fraley","1973","BUF","195","195","Georgia","","","","","","","","","","","","","","","","",""
"Reese Stovall","1973","CLE","196","196","University of Texas-Pan American","","","","","","","","","","","","","","","","",""
"W. Shorty Simmons","1973","CAP","197","197","St. Mary's College of Maryland","","","","","","","","","","","","","","","","",""
"James Gilchrist","1973","BOS","198","198","Florida Southern College","","","","","","","","","","","","","","","","",""
"Larry Robinson","1973","PHI","199","199","Tennessee","","","","","","","","","","","","","","","","",""
"John Green","1973","BUF","200","200","Oregon","","","","","","","","","","","","","","","","",""
"Tom O'Connor","1973","CLE","201","201","Iowa","","","","","","","","","","","","","","","","",""
"Sam Barber","1973","BOS","202","202","Bethune-Cookman College","","","","","","","","","","","","","","","","",""
"Tony Prince","1973","PHI","203","203","St. John's","","","","","","","","","","","","","","","","",""
"Jim Garvin","1973","BUF","204","204","Boston University","1","6","11","2","5","0",".250","","","1.8","0.3","0.8","0.0","0.0","-.134","-5.0","0.0"
"Phil Elderkin","1973","CLE","205","205","Boston University","","","","","","","","","","","","","","","","",""
"Lamont King","1973","BOS","206","206","Cal State Long Beach","","","","","","","","","","","","","","","","",""
"Don Johnston","1973","BUF","207","207","UNC","","","","","","","","","","","","","","","","",""
"Peter Gavitt","1973","BOS","208","208","University of Maine","","","","","","","","","","","","","","","","",""
"Ron Thorsen","1973","BUF","209","209","University of British Columbia","","","","","","","","","","","","","","","","",""
"Tom Austin","1973","BOS","210","210","UMass","","","","","","","","","","","","","","","","",""
"Phil Tollestrop","1973","BUF","211","211","BYU","","","","","","","","","","","","","","","","",""
"Bill Walton","1974","POR","1","1","UCLA","10","468","13250","6215","4923","1590",".521",".000",".660","28.3","13.3","10.5","3.4","39.3",".142","4.3","21.3"
"Marvin Barnes","1974","PHI","2","2","Providence","4","171","3718","1569","946","252",".442","",".672","21.7","9.2","5.5","1.5","4.4",".057","-1.7","0.3"
"Tom Burleson","1974","SEA","3","3","NC State","7","446","9425","4190","2794","601",".445",".000",".726","21.1","9.4","6.3","1.3","22.9",".117","0.2","5.1"
"John Shumate","1974","PHO","4","4","Notre Dame","5","318","9201","3920","2388","574",".516",".000",".720","28.9","12.3","7.5","1.8","24.5",".128","1.0","6.9"
"Bobby Jones","1974","HOU","5","5","UNC","10","774","20177","8911","4256","1888",".550",".000",".780","26.1","11.5","5.5","2.4","73.7",".175","4.0","30.6"
"Scott Wedman","1974","KCO","6","6","Colorado","13","906","25927","11916","4355","1771",".481",".335",".794","28.6","13.2","4.8","2.0","53.7",".099","-0.4","10.5"
"Tom Henderson","1974","ATL","7","7","Hawaii","9","650","17690","6088","1494","3136",".433",".000",".739","27.2","9.4","2.3","4.8","22.1",".060","-1.0","4.4"
"Campy Russell","1974","CLE","8","8","Michigan","9","566","16781","8953","2696","1684",".459",".366",".772","29.6","15.8","4.8","3.0","35.8",".103","0.3","9.8"
"Tom McMillen","1974","BUF","9","9","Maryland","11","729","14770","5914","2913","788",".483",".120",".806","20.3","8.1","4.0","1.1","27.2",".088","-2.0","-0.1"
"Mike Sojourner","1974","ATL","10","10","Utah","3","191","4282","1658","1237","172",".480","",".671","22.4","8.7","6.5","0.9","8.2",".092","-1.0","1.1"
"Jamaal Wilkes","1974","GSW","11","11","UCLA","12","828","27275","14644","5117","2050",".499",".135",".759","32.9","17.7","6.2","2.5","71.3",".125","0.0","14.1"
"Brian Winters","1974","LAL","12","12","South Carolina","9","650","19938","10537","1688","2674",".475",".363",".842","30.7","16.2","2.6","4.1","38.6",".093","-0.5","7.8"
"Len Elmore","1974","WSB","13","13","Maryland","8","505","8384","2327","2146","459",".413",".000",".715","16.6","4.6","4.2","0.9","13.3",".076","-1.2","1.6"
"Maurice Lucas","1974","CHI","14","14","Marquette","12","855","24787","12339","7520","1987",".473",".111",".763","29.0","14.4","8.8","2.3","58.7",".114","-0.3","10.6"
"Al Eberhard","1974","DET","15","15","Missouri","4","220","4138","1490","760","175",".433","",".797","18.8","6.8","3.5","0.8","5.3",".062","-2.5","-0.5"
"Cliff Pondexter","1974","CHI","16","16","Cal State Long Beach","3","197","2856","778","747","218",".416","",".667","14.5","3.9","3.8","1.1","4.7",".079","-0.6","1.0"
"Glenn McDonald","1974","BOS","17","17","Cal State Long Beach","3","146","1493","609","215","99",".400","",".732","10.2","4.2","1.5","0.7","1.1",".034","-2.8","-0.4"
"Gary Brokaw","1974","MIL","18","18","Notre Dame","4","241","4724","1928","407","715",".446","",".713","19.6","8.0","1.7","3.0","5.3",".054","-2.0","0.1"
"Don Smith","1974","PHI","19","19","Dayton","1","54","538","283","30","47",".408","","1.000","10.0","5.2","0.6","0.9","0.0",".004","-3.3","-0.2"
"Jan van Breda Kolff","1974","POR","20","20","Vanderbilt","7","434","10155","2596","1778","815",".439",".300",".814","23.4","6.0","4.1","1.9","15.1",".071","-1.0","2.5"
"Billy Knight","1974","LAL","21","21","Pitt","9","671","18412","10561","3037","1435",".506",".274",".830","27.4","15.7","4.5","2.1","48.5",".126","0.9","13.4"
"Truck Robinson","1974","WSB","22","22","Tennessee State","11","772","25141","11988","7267","1348",".483","1.000",".662","32.6","15.5","9.4","1.7","52.7",".101","-1.0","6.1"
"Gus Bailey","1974","HOU","23","23","Texas-El Paso","5","147","1346","389","244","168",".406","1.000",".510","9.2","2.6","1.7","1.1","0.8",".029","-0.9","0.4"
"Len Kosmalski","1974","KCO","24","24","Tennessee","2","76","506","110","144","53",".398","",".778","6.7","1.4","1.9","0.7","0.6",".052","-2.4","0.0"
"John Drew","1974","ATL","25","25","Gardner-Webb University","11","739","21828","15291","5088","1224",".470",".175",".748","29.5","20.7","6.9","1.7","68.9",".152","1.4","18.7"
"Leonard Gray","1974","SEA","26","26","Cal State Long Beach","3","224","6058","2408","1169","490",".469","",".739","27.0","10.8","5.2","2.2","9.9",".079","-1.4","0.9"
"Leon Benbow","1974","CHI","27","27","Jacksonville University","2","115","1838","628","214","183",".394","",".759","16.0","5.5","1.9","1.6","1.7",".044","-2.5","-0.2"
"Aaron James","1974","NOJ","28","28","Grambling State University","5","356","7671","3829","1470","370",".481","",".760","21.5","10.8","4.1","1.0","13.1",".082","-2.3","-0.6"
"Phil Smith","1974","GSW","29","29","San Francisco","9","659","19166","9924","1978","2561",".476",".253",".779","29.1","15.1","3.0","3.9","41.1",".103","0.1","9.9"
"Dennis DuVal","1974","WSB","30","30","Syracuse","2","50","267","96","31","34",".361","",".667","5.3","1.9","0.6","0.7","0.0",".001","-3.5","-0.1"
"Fred Saunders","1974","PHO","31","31","Syracuse","4","210","2899","1107","624","224",".443","",".682","13.8","5.3","3.0","1.1","3.1",".051","-2.5","-0.4"
"Jesse Dark","1974","NYK","32","32","Virginia Commonwealth","1","47","401","170","37","30",".471","",".550","8.5","3.6","0.8","0.6","0.3",".034","-3.7","-0.2"
"Eric Money","1974","DET","33","33","Arizona","6","426","10827","5211","894","1623",".494","",".748","25.4","12.2","2.1","3.8","14.8",".065","-1.2","2.1"
"Phil Lumpkin","1974","POR","34","34","Miami University","2","82","1162","272","82","225",".424","",".812","14.2","3.3","1.0","2.7","0.7",".028","-3.1","-0.3"
"Kevin Stacom","1974","BOS","35","35","Providence","6","347","4539","1781","511","524",".417",".500",".768","13.1","5.1","1.5","1.5","3.1",".032","-2.7","-0.8"
"Rubin Collins","1974","POR","36","36","University of Maryland Eastern Shore","","","","","","","","","","","","","","","","",""
"Connie Norman","1974","PHI","37","37","Arizona","3","99","1213","595","145","94",".439","",".820","12.3","6.0","1.5","0.9","1.2",".047","-2.5","-0.1"
"Foots Walker","1974","CLE","38","38","West Georgia","10","658","15036","4199","1686","3111",".435",".227",".762","22.9","6.4","2.6","4.7","31.0",".099","0.7","10.2"
"Kevin Restani","1974","CLE","39","39","San Francisco","8","550","10114","3386","2206","747",".486",".205",".717","18.4","6.2","4.0","1.4","14.8",".070","-1.5","1.2"
"George Gervin","1974","PHO","40","40","Eastern Michigan","10","791","26536","20708","3607","2214",".511",".297",".844","33.5","26.2","4.6","2.8","88.1",".159","2.4","29.8"
"Robert Wilson","1974","HOU","41","41","Iowa State","","","","","","","","","","","","","","","","",""
"Harvey Catchings","1974","PHI","42","42","Hardin-Simmons University","11","725","13182","2335","3639","608",".435",".000",".647","18.2","3.2","5.0","0.8","21.2",".077","-0.8","4.1"
"Darrell Elston","1974","ATL","43","43","UNC","1","5","40","5","6","2",".143","",".500","8.0","1.0","1.2","0.4","-0.2","-.218","-6.3","-0.1"
